avg_inference_time_ms,bad_1mm,bad_1px,bad_2mm,bad_2px,bad_3px,bad_5mm,checkpoint,frames,image_resolution_used,inference_time_ms,median_inference_time_ms,model,model_param_count,model_param_count_m,peak_gpu_memory_mb,pred_disp_le_0_1_ratio,pred_disp_le_0_5_ratio,resize_label,resize_width,scale_x,valid_depth_mae,valid_depth_median,valid_depth_rmse,valid_disp_mae,valid_disp_rmse,valid_pixel_ratio
354.3332646135241,34.02213269041379,31.52257965340018,19.78729686035723,15.836162926361624,13.351395034954857,11.36443821422336,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH128NTR1.pth,5,1024x1280,354.3332646135241,165.50538898445666,S,26501043,26.501043,1488.189453125,0.0,0.0,full,0,1.0,2.7451708793640135,0.6992969512939453,7.3106207847595215,4.166681814193725,13.019009017944336,0.8606396484375001
128.93103279639035,34.99064932375401,32.96569756105125,20.343727687909926,16.158443026113783,13.421553366890237,11.462998067294865,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH128NTR1.pth,5,819x1024,128.93103279639035,119.26386097911745,S,26501043,26.501043,1012.47802734375,0.0,0.0,1024,1024,0.8,2.7770489692687987,0.7272567749023438,7.329289340972901,4.193284416198731,13.030819129943847,0.8606396484375001
88.84515662211925,36.439982035465896,35.126280305907514,21.193855886709674,16.690243712825712,13.539539221378002,11.592499638301133,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH128NTR1.pth,5,589x736,88.84515662211925,76.58517605159432,S,26501043,26.501043,605.3427734375,0.0,0.0,736,736,0.575,2.822510266304016,0.7723533630371093,7.3510740280151365,4.231781721115112,13.040236759185792,0.8606396484375001
69.54718600027263,38.57618061790899,37.76356624222422,22.23434026895455,18.009597523586947,13.79840152393177,11.665231402791484,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH128NTR1.pth,5,410x512,69.54718600027263,60.59474404901266,S,26501043,26.501043,374.86962890625,0.0,0.0,512,512,0.4,2.865985608100891,0.8205574035644532,7.355463886260987,4.277226305007934,13.038179874420166,0.8606396484375001
485.1037237793207,32.20944379565482,29.57605351347167,18.98588823487129,15.467373159761348,13.316732911631927,11.323635909745605,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH256NTR3.pth,5,1024x1280,485.1037237793207,483.63651102408767,L,180724083,180.724083,2899.50439453125,0.0,0.0,full,0,1.0,2.7099709510803223,0.6541835784912109,7.310816097259521,4.1445197582244875,13.035643005371094,0.8606396484375001
327.12173780892044,33.010244534924574,30.520145571869215,19.348611179054302,15.64737880148435,13.351447264531728,11.341882512955298,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH256NTR3.pth,5,819x1024,327.12173780892044,326.0882570175454,L,180724083,180.724083,2244.7265625,0.0,0.0,1024,1024,0.8,2.7264857053756715,0.6768177032470704,7.310995864868164,4.159069204330445,13.034284973144532,0.8606396484375001
185.85686918813735,33.51566886179666,31.194364562560043,19.671981665136183,15.833494053450275,13.419410538622675,11.377898892943087,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH256NTR3.pth,5,589x736,185.85686918813735,181.3916889950633,L,180724083,180.724083,1671.05419921875,0.0,0.0,736,736,0.575,2.742452597618103,0.6919387817382813,7.319535255432129,4.170895004272461,13.03386287689209,0.8606396484375001
130.82481201272458,35.61590609088911,34.15225111513629,20.926565862077453,16.51548391889124,13.529126306159588,11.485527846798279,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH256NTR3.pth,5,410x512,130.82481201272458,127.21490603871644,L,180724083,180.724083,1351.4306640625,0.0,0.0,512,512,0.4,2.7961899042129517,0.7593395233154296,7.32891435623169,4.214629173278809,13.033204269409179,0.8606396484375001
888.3629392134026,31.849921343405605,28.908384375149446,18.829156849044846,15.441187997373792,13.288344978249787,11.281806947181789,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH384NTR3.pth,5,1024x1280,888.3629392134026,886.4654259523377,XL,405710003,405.710003,5179.36572265625,0.0,0.0,full,0,1.0,2.6963369607925416,0.6368064880371094,7.304773044586182,4.130271577835083,13.027006721496582,0.8606396484375001
573.5500312643126,32.328465994989436,29.537778197009153,19.036084269669782,15.640035187382427,13.316576241239067,11.304948115673419,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH384NTR3.pth,5,819x1024,573.5500312643126,571.4901590254158,XL,405710003,405.710003,4132.61572265625,0.0,0.0,1024,1024,0.8,2.7085686683654786,0.6477607727050781,7.309044075012207,4.139230251312256,13.023911380767823,0.8606396484375001
322.6961416192353,32.8225989684098,30.124526009205407,19.486967868382948,15.861052538296684,13.481546876676896,11.354458004674157,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH384NTR3.pth,5,589x736,322.6961416192353,319.35708899982274,XL,405710003,405.710003,3318.130859375,0.0,0.0,736,736,0.575,2.7281055212020875,0.6666511535644531,7.322697544097901,4.152873182296753,13.025194835662841,0.8606396484375001
164.63883258402348,33.58501327323613,31.054715516186103,20.08089151769347,16.11499632097715,13.657907736461828,11.430275065757314,/home/pampaj/Desktop/stereo/s2m2/weights/pretrain_weights/CH384NTR3.pth,5,410x512,164.63883258402348,161.3953389460221,XL,405710003,405.710003,2850.568359375,0.0,0.0,512,512,0.4,2.7579174041748047,0.6957183837890625,7.343136787414551,4.177946662902832,13.038764476776123,0.8606396484375001
